Year,ID,Species,River,Reach,Length,Age_cap,Age,Growth_year,Otolith_growth,Avflow,Annualflow_SD,Springflow,SpringSD,SumAutflow,SumAutSD,Ant_Wintflow,Ant_WintSD,Ant_Avflow,Ant_Annualflow_SD,Ant_Springflow,Ant_SpringSD,Ant_SumAutflow,Ant_SumAutSD,Temp
2010,1013,MC,Ovens,Middle,695,7,3,2005,0.19,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2008,O741,MC,Ovens,Middle,590,5,2,2005,0.27,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2008,O732,MC,Ovens,Middle,530,5,3,2005,0.24,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2008,O89,MC,Ovens,Middle,650,6,4,2005,0.22,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2009,O903,MC,Ovens,Middle,590,6,3,2005,0.24,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2009,O905,MC,Ovens,Middle,620,6,3,2005,0.20,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2012,101935,MC,Ovens,Middle,710,10,4,2005,0.20,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2010,111454,MC,Ovens,Middle,600,8,4,2005,0.16,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,ARI-11-12,MC,Ovens,Middle,627,7,2,2005,0.21,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,ARI-11-13,MC,Ovens,Middle,632,7,2,2005,0.26,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,1122,MC,Ovens,Middle,740,9,3,2005,0.22,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,ARI-11-10,MC,Ovens,Middle,610,8,3,2005,0.21,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,ARI-11-9,MC,Ovens,Middle,680,13,8,2005,0.09,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,ARI-11-11,MC,Ovens,Middle,530,6,1,2005,0.30,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2012,1205,MC,Ovens,Middle,720,9,3,2005,0.23,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2009,O904,MC,Ovens,Middle,625,8,5,2005,0.10,3994.02,1.21,6850.90,1.01,1582.59,1.59,5011.84,0.72,3590.04,1.32,6708.63,0.59,1071.65,1.31,15.40
2011,ARI-11-11,MC,Ovens,Middle,530,6,2,2006,0.27,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2012,101935,MC,Ovens,Middle,710,10,5,2006,0.18,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2012,1205,MC,Ovens,Middle,720,9,4,2006,0.15,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2011,ARI-11-9,MC,Ovens,Middle,680,13,9,2006,0.08,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2011,ARI-11-10,MC,Ovens,Middle,610,8,4,2006,0.15,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2011,1122,MC,Ovens,Middle,740,9,4,2006,0.17,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2011,ARI-11-13,MC,Ovens,Middle,632,7,3,2006,0.17,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2011,ARI-11-12,MC,Ovens,Middle,627,7,3,2006,0.14,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2010,1013,MC,Ovens,Middle,695,7,4,2006,0.17,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2008,O732,MC,Ovens,Middle,530,5,4,2006,0.14,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2008,O89,MC,Ovens,Middle,650,6,5,2006,0.20,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2009,O903,MC,Ovens,Middle,590,6,4,2006,0.15,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2009,O905,MC,Ovens,Middle,620,6,4,2006,0.15,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2009,O904,MC,Ovens,Middle,625,8,6,2006,0.13,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2009,113891,MC,Ovens,Middle,398,3,1,2006,0.37,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2012,116978,MC,Ovens,Middle,570,6,1,2006,0.44,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2010,111454,MC,Ovens,Middle,600,8,5,2006,0.13,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2008,O741,MC,Ovens,Middle,590,5,3,2006,0.22,1925.86,1.59,10190.29,0.51,875.19,1.21,5313.35,0.73,3994.02,1.21,6850.90,1.01,1582.59,1.59,16.23
2012,116978,MC,Ovens,Middle,570,6,2,2007,0.34,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2012,1205,MC,Ovens,Middle,720,9,5,2007,0.16,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,116047,MC,Ovens,Middle,595,4,1,2007,0.58,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2012,101935,MC,Ovens,Middle,710,10,6,2007,0.13,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2009,O903,MC,Ovens,Middle,590,6,5,2007,0.17,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2008,O732,MC,Ovens,Middle,530,5,5,2007,0.13,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,ARI-11-9,MC,Ovens,Middle,680,13,10,2007,0.07,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,ARI-11-10,MC,Ovens,Middle,610,8,5,2007,0.15,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2008,O89,MC,Ovens,Middle,650,6,6,2007,0.14,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2008,O741,MC,Ovens,Middle,590,5,4,2007,0.22,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2009,113891,MC,Ovens,Middle,398,3,2,2007,0.29,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2009,O905,MC,Ovens,Middle,620,6,5,2007,0.15,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2009,O904,MC,Ovens,Middle,625,8,7,2007,0.13,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2010,1013,MC,Ovens,Middle,695,7,5,2007,0.15,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2010,111454,MC,Ovens,Middle,600,8,6,2007,0.14,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2010,111453,MC,Ovens,Middle,445,3,1,2007,0.43,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,ARI-11-11,MC,Ovens,Middle,530,6,3,2007,0.28,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,ARI-11-12,MC,Ovens,Middle,627,7,4,2007,0.13,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,1122,MC,Ovens,Middle,740,9,5,2007,0.18,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2011,ARI-11-13,MC,Ovens,Middle,632,7,4,2007,0.17,1033.58,1.76,191.35,0.82,55.26,2.17,513.34,0.25,1925.86,1.59,10190.29,0.51,875.19,1.21,15.97
2009,O903,MC,Ovens,Middle,590,6,6,2008,0.17,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2010,111451,MC,Ovens,Middle,220,2,1,2008,0.43,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2012,116978,MC,Ovens,Middle,570,6,3,2008,0.23,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,ARI-11-10,MC,Ovens,Middle,610,8,6,2008,0.16,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2009,O904,MC,Ovens,Middle,625,8,8,2008,0.12,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,ARI-11-13,MC,Ovens,Middle,632,7,5,2008,0.21,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,ARI-11-12,MC,Ovens,Middle,627,7,5,2008,0.15,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2012,1205,MC,Ovens,Middle,720,9,6,2008,0.16,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,116047,MC,Ovens,Middle,595,4,2,2008,0.41,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,ARI-11-9,MC,Ovens,Middle,680,13,11,2008,0.07,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2010,111454,MC,Ovens,Middle,600,8,7,2008,0.11,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2010,1013,MC,Ovens,Middle,695,7,6,2008,0.15,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2010,111453,MC,Ovens,Middle,445,3,2,2008,0.34,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2009,O905,MC,Ovens,Middle,620,6,6,2008,0.12,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2009,113891,MC,Ovens,Middle,398,3,3,2008,0.22,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2008,O741,MC,Ovens,Middle,590,5,5,2008,0.13,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,ARI-11-11,MC,Ovens,Middle,530,6,4,2008,0.17,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2012,101935,MC,Ovens,Middle,710,10,7,2008,0.11,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,1122,MC,Ovens,Middle,740,9,6,2008,0.15,1407.15,0.99,1261.45,0.39,727.51,1.16,3450.65,0.63,1033.58,1.76,191.35,0.82,55.26,2.17,16.68
2011,ARI-11-11,MC,Ovens,Middle,530,6,5,2009,0.16,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2010,111453,MC,Ovens,Middle,445,3,3,2009,0.24,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2012,116978,MC,Ovens,Middle,570,6,4,2009,0.18,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,116047,MC,Ovens,Middle,595,4,3,2009,0.26,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2012,1205,MC,Ovens,Middle,720,9,7,2009,0.13,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2010,1013,MC,Ovens,Middle,695,7,7,2009,0.15,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,ARI-11-9,MC,Ovens,Middle,680,13,12,2009,0.10,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,ARI-11-10,MC,Ovens,Middle,610,8,7,2009,0.13,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,1122,MC,Ovens,Middle,740,9,7,2009,0.17,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,ARI-11-13,MC,Ovens,Middle,632,7,6,2009,0.16,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,ARI-11-12,MC,Ovens,Middle,627,7,6,2009,0.15,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2012,101935,MC,Ovens,Middle,710,10,8,2009,0.09,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2010,111454,MC,Ovens,Middle,600,8,8,2009,0.09,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2010,111451,MC,Ovens,Middle,220,2,2,2009,0.24,1396.38,1.31,1647.98,0.75,351.86,1.05,2392.29,0.72,1407.15,0.99,1261.45,0.39,727.51,1.16,16.54
2011,ARI-11-10,MC,Ovens,Middle,610,8,8,2010,0.12,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,ARI-11-11,MC,Ovens,Middle,530,6,6,2010,0.13,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,ARI-11-12,MC,Ovens,Middle,627,7,7,2010,0.14,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,116047,MC,Ovens,Middle,595,4,4,2010,0.18,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,1122,MC,Ovens,Middle,740,9,8,2010,0.13,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,ARI-11-9,MC,Ovens,Middle,680,13,13,2010,0.08,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2012,116978,MC,Ovens,Middle,570,6,5,2010,0.13,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2012,1205,MC,Ovens,Middle,720,9,8,2010,0.10,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2012,101935,MC,Ovens,Middle,710,10,9,2010,0.13,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,ARI-11-13,MC,Ovens,Middle,632,7,7,2010,0.11,4998.09,1.82,4614.01,0.60,1048.29,0.78,2445.34,0.70,1396.38,1.31,1647.98,0.75,351.86,1.05,16.05
2011,1122,MC,Ovens,Middle,740,9,9,2011,0.14,7989.76,1.00,13592.62,1.04,8273.87,1.24,7398.83,0.81,4998.09,1.82,4614.01,0.60,1048.29,0.78,15.36
2012,116978,MC,Ovens,Middle,570,6,6,2011,0.14,7989.76,1.00,13592.62,1.04,8273.87,1.24,7398.83,0.81,4998.09,1.82,4614.01,0.60,1048.29,0.78,15.36
2012,1205,MC,Ovens,Middle,720,9,9,2011,0.12,7989.76,1.00,13592.62,1.04,8273.87,1.24,7398.83,0.81,4998.09,1.82,4614.01,0.60,1048.29,0.78,15.36
2012,101935,MC,Ovens,Middle,710,10,10,2011,0.11,7989.76,1.00,13592.62,1.04,8273.87,1.24,7398.83,0.81,4998.09,1.82,4614.01,0.60,1048.29,0.78,15.36
